1.300000000000000000e+01 3.488000000000000215e-03
1.500000000000000000e+01 4.670999999999999805e-03
1.700000000000000000e+01 3.171999999999999906e-03
1.800000000000000000e+01 9.813999999999999807e-03
1.900000000000000000e+01 2.847999999999999837e-03
2.000000000000000000e+01 8.099000000000000296e-03
2.100000000000000000e+01 2.500000000000000052e-03
2.300000000000000000e+01 8.406000000000000277e-03
2.400000000000000000e+01 2.762999999999999831e-03
2.500000000000000000e+01 3.834000000000000168e-03
2.800000000000000000e+01 4.063999999999999904e-03
2.900000000000000000e+01 8.519999999999999796e-03
3.000000000000000000e+01 7.680000000000000195e-03
3.100000000000000000e+01 1.931999999999999907e-03
3.200000000000000000e+01 2.723000000000000160e-03
3.300000000000000000e+01 1.123999999999999999e-03
3.400000000000000000e+01 3.876999999999999804e-03
3.500000000000000000e+01 4.968000000000000194e-03
3.600000000000000000e+01 5.438000000000000125e-03
3.700000000000000000e+01 9.235000000000000153e-03
3.900000000000000000e+01 7.432000000000000238e-03
4.000000000000000000e+01 1.928000000000000026e-03
4.200000000000000000e+01 5.395999999999999755e-03
4.300000000000000000e+01 2.367000000000000180e-03
4.500000000000000000e+01 2.050000000000000173e-03
4.600000000000000000e+01 7.661000000000000275e-03
4.700000000000000000e+01 8.880000000000000740e-03
4.900000000000000000e+01 4.373000000000000151e-03
5.000000000000000000e+01 5.020000000000000157e-03
5.200000000000000000e+01 5.302000000000000289e-03
5.300000000000000000e+01 7.277999999999999747e-03
5.600000000000000000e+01 2.236999999999999839e-03
5.700000000000000000e+01 8.871000000000000413e-03
6.000000000000000000e+01 6.270000000000000399e-03
1.000000000000000000e+00 1.232999999999999938e-03
2.000000000000000000e+00 3.965999999999999907e-03
3.000000000000000000e+00 1.129999999999999928e-03
4.000000000000000000e+00 8.795999999999999999e-03
5.000000000000000000e+00 4.405000000000000061e-03
6.000000000000000000e+00 1.820999999999999919e-03
7.000000000000000000e+00 9.532999999999999807e-03
8.000000000000000000e+00 4.078000000000000028e-03
9.000000000000000000e+00 9.587000000000000036e-03
1.000000000000000000e+01 1.132999999999999893e-03
1.100000000000000000e+01 1.727999999999999935e-03
1.200000000000000000e+01 7.300000000000000065e-03
1.300000000000000000e+01 3.488000000000000215e-03
1.400000000000000000e+01 3.661999999999999891e-03
1.500000000000000000e+01 4.670999999999999805e-03
1.600000000000000000e+01 9.020000000000000240e-03
1.700000000000000000e+01 3.171999999999999906e-03
1.800000000000000000e+01 9.813999999999999807e-03
1.900000000000000000e+01 2.847999999999999837e-03
2.000000000000000000e+01 8.099000000000000296e-03
2.100000000000000000e+01 2.500000000000000052e-03
2.200000000000000000e+01 4.519999999999999821e-04
2.300000000000000000e+01 8.406000000000000277e-03
2.400000000000000000e+01 2.762999999999999831e-03
2.500000000000000000e+01 3.834000000000000168e-03
2.600000000000000000e+01 4.820000000000000066e-04
2.700000000000000000e+01 1.962999999999999901e-03
2.800000000000000000e+01 4.063999999999999904e-03
2.900000000000000000e+01 8.519999999999999796e-03
3.000000000000000000e+01 7.680000000000000195e-03
3.100000000000000000e+01 1.931999999999999907e-03
3.200000000000000000e+01 2.723000000000000160e-03
3.300000000000000000e+01 1.123999999999999999e-03
3.400000000000000000e+01 3.876999999999999804e-03
3.500000000000000000e+01 4.968000000000000194e-03
3.600000000000000000e+01 5.438000000000000125e-03
3.700000000000000000e+01 9.235000000000000153e-03
3.800000000000000000e+01 4.419000000000000185e-03
3.900000000000000000e+01 7.432000000000000238e-03
4.000000000000000000e+01 1.928000000000000026e-03
4.100000000000000000e+01 4.571999999999999675e-03
4.200000000000000000e+01 5.395999999999999755e-03
4.300000000000000000e+01 2.367000000000000180e-03
4.400000000000000000e+01 6.490000000000000109e-03
4.500000000000000000e+01 2.050000000000000173e-03
4.600000000000000000e+01 7.661000000000000275e-03
4.700000000000000000e+01 8.880000000000000740e-03
4.800000000000000000e+01 5.449999999999999983e-03
4.900000000000000000e+01 4.373000000000000151e-03
5.000000000000000000e+01 5.020000000000000157e-03
5.100000000000000000e+01 5.323999999999999740e-03
5.200000000000000000e+01 5.302000000000000289e-03
5.300000000000000000e+01 7.277999999999999747e-03
5.400000000000000000e+01 9.468000000000000721e-03
5.500000000000000000e+01 1.706999999999999967e-03
5.600000000000000000e+01 2.236999999999999839e-03
5.700000000000000000e+01 8.871000000000000413e-03
5.800000000000000000e+01 3.648999999999999900e-03
5.900000000000000000e+01 7.940000000000000009e-04
6.000000000000000000e+01 6.270000000000000399e-03
